row_id,price,spec_general_marque,spec_general_type_produit,spec_general_reference,spec_informations_impedance_nominale,spec_forme_materiaux_systeme_magnetique,spec_forme_materiaux_forme_facade,spec_parametres_petits_signaux_qts,spec_parametres_petits_signaux_qes,spec_parametres_petits_signaux_qms,spec_forme_materiaux_materiau_saladier,spec_forme_materiaux_materiau_suspension,spec_forme_materiaux_support_bobine,spec_forme_materiaux_fil_bobine,spec_forme_materiaux_materiau_dome,spec_informations_puissance_nominale_w,spec_informations_sensibilite_fabricant_db,spec_parametres_petits_signaux_fs_hz,spec_donnees_poids_kg,spec_parametres_fondamentaux_re_ohm,spec_donnees_xmax_mm,spec_parametres_fondamentaux_mms_gr,spec_donnees_ebp_hz,spec_parametres_petits_signaux_vas_l,spec_donnees_rendement_calcule_pct,spec_parametres_fondamentaux_le_mh,spec_parametres_fondamentaux_sd_cm2,spec_parametres_fondamentaux_bl_t_m,spec_dimensions_diametre_systeme_magnetique_mm,spec_informations_puissance_max_w,spec_dimensions_hauteur_entrefer_mm,spec_dimensions_hauteur_bobinage_mm,spec_donnees_rendement_pct
86,308.0,B&C Speakers,Haut parleur a cone,12NW100,4 ohm,Neodymium,Cylindrique,0.2,0.21,5.8,Aluminium,,Fibre de verre,Cuivre,,1000.0,92.0,44.0,8.2,3.8,9.0,120.0,210.0,43.3,1.69,1.79,531.0,24.38,,,12.0,25.0,1.69
87,308.0,B&C Speakers,Haut parleur a cone,12NW100,8 ohm,Neodymium,Cylindrique,0.2,0.21,3.6,Aluminium,,Fibre de verre,Cuivre,,1000.0,96.0,42.0,8.2,5.1,9.0,119.0,200.0,44.0,1.5,1.9,531.0,28.0,,,12.0,25.0,1.7
88,238.0,B&C Speakers,Haut parleur a cone,12NW76,4 ohm,Neodymium,Cylindrique,0.15,0.15,3.75,Aluminium,,Fibre de verre,Cuivre,,500.0,98.0,43.0,4.9,3.4,8.0,82.0,287.0,64.5,3.29,1.1,522.0,22.0,,,11.0,19.0,3.2
89,226.0,B&C Speakers,Haut parleur a cone,12NW76,8 ohm,Neodymium,Cylindrique,0.16,0.17,3.7,Aluminium,,Fibre de verre,Cuivre,,500.0,98.5,40.0,4.9,5.3,8.0,77.0,235.0,76.0,2.75,1.25,522.0,25.5,,,11.0,19.0,2.8
90,150.0,B&C Speakers,Haut parleur a cone,12PE32,8 ohm,Ferrite,Cylindrique,0.18,0.19,7.6,Aluminium,,Fibre de verre,Aluminium,,250.0,101.0,51.0,7.6,5.8,2.8,37.0,268.0,101.0,6.77,1.2,522.0,19.1,,,7.0,12.0,6.8
91,146.0,B&C Speakers,Haut parleur a cone,12PH32,8 ohm,Ferrite,Cylindrique,0.28,0.3,4.3,Aluminium,,Fibre de verre,Aluminium,,250.0,99.5,42.0,5.0,5.8,3.0,35.0,140.0,155.0,3.68,1.3,522.0,13.3,,,9.0,12.5,3.8
92,257.0,B&C Speakers,Haut parleur a cone,12PLB100,8 ohm,Ferrite,Cylindrique,0.37,0.38,9.2,Aluminium,,Fibre de verre,Aluminium,,600.0,97.0,50.0,9.3,5.1,9.0,77.0,132.0,47.0,1.49,1.6,531.0,18.4,200.0,,10.0,23.0,1.7
93,235.0,B&C Speakers,Haut parleur a cone,12PS100,4 ohm,Ferrite,Cylindrique,0.29,0.31,6.22,Aluminium,Tissu,Fibre de verre,Cuivre,,700.0,93.0,49.0,8.8,3.2,5.5,103.8,158.0,39.5,1.44,1.33,531.0,18.19,,,10.5,16.0,1.49
94,235.0,B&C Speakers,Haut parleur a cone,12PS100,8 ohm,Ferrite,Cylindrique,0.27,0.29,3.9,Aluminium,Tissu,Fibre de verre,Cuivre,,700.0,93.0,44.0,8.8,5.3,8.0,106.0,152.0,47.0,1.33,2.0,531.0,22.5,,,11.0,21.0,1.3
95,175.0,B&C Speakers,Haut parleur a cone,12PS76,4 ohm,Ferrite,Cylindrique,0.17,0.18,3.37,Aluminium,,Fibre de verre,Cuivre,,450.0,96.0,41.0,7.6,3.0,7.0,82.6,228.0,71.7,2.64,1.12,522.0,18.8,,900.0,,,2.51
96,175.0,B&C Speakers,Haut parleur a cone,12PS76,8 ohm,Ferrite,Cylindrique,0.2,0.22,3.8,Aluminium,,Fibre de verre,Cuivre,,450.0,95.0,42.0,7.6,6.1,7.0,74.0,191.0,75.0,2.43,2.0,522.0,23.5,,,10.5,22.0,2.4
97,421.0,B&C Speakers,Haut parleur a cone,12SW115,4 ohm,Neodymium,Cylindrique,0.25,0.26,9.8,Aluminium,Tissu,Fibre de verre,Cuivre,,1700.0,92.0,39.0,10.2,3.1,13.8,192.0,150.0,33.0,0.73,1.35,522.0,23.8,168.0,3400.0,14.0,34.5,0.77
98,427.0,B&C Speakers,Haut parleur a cone,12SW115,8 ohm,Neodymium,Cylindrique,0.21,0.22,9.4,Aluminium,Tissu,Fibre de verre,Cuivre,,1700.0,94.0,36.0,10.2,4.6,13.5,179.0,164.0,42.0,0.86,1.95,522.0,29.0,168.0,3400.0,14.0,34.0,0.9
99,242.0,B&C Speakers,Haut parleur a cone,12TBX100,4 ohm,Ferrite,Cylindrique,0.23,0.24,6.23,Aluminium,,Fibre de verre,Cuivre,,1000.0,93.0,44.0,11.8,3.6,9.0,125.0,183.0,41.1,1.41,1.74,531.0,22.91,,,12.0,25.0,1.42
100,242.0,B&C Speakers,Haut parleur a cone,12TBX100,8 ohm,Ferrite,Cylindrique,0.26,0.27,6.9,Aluminium,,Fibre de verre,Cuivre,,1000.0,95.0,42.0,11.8,5.1,9.0,119.0,156.0,37.5,0.99,1.6,531.0,25.5,,,12.0,25.0,1.15
101,470.0,B&C Speakers,Haut-parleur coaxial a deux entrees,14CXN76,8+8 ohm,Neodymium,Cylindrique,0.28,0.29,8.5,Aluminium,,Fibre de verre,Aluminium,,400.0,100.0,45.0,5.6,5.2,6.0,67.0,155.0,131.0,3.96,1.0,707.0,18.4,138.0,,9.0,16.5,4.0
102,566.0,B&C Speakers,Haut-parleur coaxial a deux entrees,14CXN88,4+8 ohm,Neodymium,Cylindrique,0.25,0.26,15.0,Aluminium,,Fibre de verre,Aluminium,,500.0,99.0,44.0,6.7,3.2,8.5,78.5,169.0,116.0,3.65,0.72,707.0,16.6,,,10.0,22.0,3.8
103,566.0,B&C Speakers,Haut-parleur coaxial a deux entrees,14CXN88,8+8 ohm,Neodymium,Cylindrique,0.26,0.27,13.0,Aluminium,,Fibre de verre,Aluminium,,500.0,99.0,46.0,7.3,4.7,8.5,83.0,170.0,100.0,3.47,0.95,707.0,20.7,,,10.0,22.0,3.6
104,315.0,B&C Speakers,Haut parleur a cone,14NA100,8 ohm,Neodymium,Cylindrique,0.23,0.24,5.6,Aluminium,,Fibre de verre,CCAW (alu recouvert de cuivre),,800.0,99.0,43.0,8.3,5.1,8.8,96.5,179.0,99.5,3.17,0.74,707.0,23.5,157.0,,11.0,23.0,3.1
105,205.0,B&C Speakers,Haut parleur a cone,14NDL76,8 ohm,Neodymium,Cylindrique,0.3,0.31,8.2,Aluminium,,Fibre de verre,Cuivre,,500.0,99.0,41.0,4.5,5.0,8.0,85.0,132.0,123.0,2.63,1.1,707.0,19.0,119.0,,10.0,21.0,2.7
106,265.0,B&C Speakers,Haut parleur a cone,14NDL88,16 ohm,Neodymium,Cylindrique,0.37,0.39,10.61,Aluminium,,Fibre de verre,Aluminium,,700.0,98.0,44.0,4.7,11.0,7.5,79.5,113.0,115.2,2.42,2.05,707.0,25.0,,1400.0,,,2.45
107,265.0,B&C Speakers,Haut parleur a cone,14NDL88,4 ohm,Neodymium,Cylindrique,0.23,0.24,8.2,Aluminium,,Fibre de verre,Aluminium,,700.0,98.0,40.0,4.7,3.1,8.0,89.0,167.0,128.0,3.28,0.85,707.0,16.9,126.0,,10.0,21.0,3.2
108,265.0,B&C Speakers,Haut parleur a cone,14NDL88,8 ohm,Neodymium,Cylindrique,0.3,0.31,7.8,Aluminium,,Fibre de verre,Aluminium,,700.0,99.0,45.0,4.7,5.0,8.0,86.0,145.0,102.0,2.88,1.2,707.0,19.9,,,10.0,21.0,2.9
109,354.0,B&C Speakers,Haut parleur a cone,15BG100,4 ohm,Neodymium,Cylindrique,0.38,0.42,4.98,Aluminium,,Fibre de verre,Cuivre,,1000.0,93.0,35.0,8.6,3.1,10.5,214.8,83.0,96.6,0.95,1.1,855.0,18.97,,,11.0,26.5,0.99
110,354.0,B&C Speakers,Haut parleur a cone,15BG100,8 ohm,Neodymium,Cylindrique,0.44,0.49,5.0,Aluminium,,Fibre de verre,Cuivre,,1000.0,94.5,36.0,8.6,5.1,10.5,240.0,73.0,83.0,0.76,1.6,855.0,23.0,,,11.0,27.0,0.8
111,331.0,B&C Speakers,Haut parleur a cone,15BG76,8 ohm,Neodymium,Cylindrique,0.56,0.61,6.2,Aluminium,Caoutchouc,Fibre de verre,Cuivre,,500.0,93.4,44.0,6.0,5.4,9.6,194.0,72.0,68.4,0.92,1.29,855.0,21.7,,1000.0,11.5,25.0,0.93
112,171.0,B&C Speakers,Haut parleur a cone,15CL76,8 ohm,Neodymium,Cylindrique,0.33,0.34,7.9,Acier,,Fibre de verre,Cuivre,,400.0,98.5,42.0,3.2,5.1,7.0,108.0,124.0,135.0,2.83,1.3,855.0,21.0,,,11.0,19.0,2.9
113,180.0,B&C Speakers,Haut parleur a cone,15CLA76,8 ohm,Neodymium,Cylindrique,0.3,0.31,6.9,Acier,,Fibre de verre,CCAW (alu recouvert de cuivre),,350.0,99.0,40.0,3.9,5.2,5.5,93.0,129.0,176.0,3.49,0.5,855.0,19.8,106.0,,11.0,16.0,3.5
114,451.0,B&C Speakers,Haut-parleur coaxial a deux entrees,15CX40,8+8 ohm,Ferrite,Cylindrique,0.43,0.46,6.7,Aluminium,,,Aluminium,,400.0,99.0,44.0,13.7,5.1,4.5,84.0,96.0,162.0,2.88,1.1,855.0,15.9,,,,,2.8
115,450.0,B&C Speakers,Haut-parleur coaxial a deux entrees,15CXN76,8+8 ohm,Neodymium,Cylindrique,0.28,0.3,5.8,Aluminium,,Fibre de verre,Aluminium,,400.0,99.0,38.0,5.6,5.1,4.5,82.0,127.0,246.0,4.32,0.9,855.0,17.8,,,8.0,16.5,3.7
116,569.0,B&C Speakers,Haut-parleur coaxial a deux entrees,15CXN88,8+8 ohm,Neodymium,Cylindrique,0.25,0.26,10.3,Aluminium,,Aluminium,Aluminium,,500.0,100.0,40.0,9.2,5.0,8.5,93.0,154.0,178.0,4.21,1.05,855.0,21.2,,,11.0,22.0,4.2
117,391.0,B&C Speakers,Haut parleur a cone,15DS100,4 ohm,Neodymium,Cylindrique,0.23,0.23,8.16,,Tissu,Fibre de verre,Aluminium,,1500.0,96.8,39.0,9.6,2.4,13.0,233.0,170.0,73.0,1.81,2.8,855.0,24.3,,,16.0,34.0,1.8
118,391.0,B&C Speakers,Haut parleur a cone,15DS100,8 ohm,Neodymium,Cylindrique,0.26,0.27,7.75,,Tissu,Fibre de verre,Aluminium,,1500.0,96.8,39.0,9.6,4.5,14.5,220.0,144.0,76.0,1.61,4.6,855.0,30.68,,,16.0,37.0,1.77
119,456.0,B&C Speakers,Haut parleur a cone,15DS115,4 ohm,Neodymium,Cylindrique,0.16,0.17,4.7,Aluminium,,Fibre de verre,Aluminium,,1600.0,96.0,34.0,11.6,3.2,16.5,273.0,200.0,83.0,1.85,3.2,855.0,33.6,,,14.0,40.0,1.9
120,456.0,B&C Speakers,Haut parleur a cone,15DS115,8 ohm,Neodymium,Cylindrique,0.17,0.18,5.2,Aluminium,,Fibre de verre,Aluminium,,1600.0,97.0,33.0,11.6,4.9,16.5,254.0,183.0,94.0,1.81,4.5,855.0,38.7,,,14.0,40.0,1.9
121,371.0,B&C Speakers,Haut-parleur coaxial a deux entrees,15FCX76,8+8 ohm,Ferrite,Cylindrique,0.44,0.47,8.3,Aluminium,,Fibre de verre,Aluminium,,400.0,98.0,40.0,9.0,5.2,6.5,87.0,85.0,187.0,2.45,1.2,855.0,15.6,,,8.0,16.5,2.5
122,384.0,B&C Speakers,Haut-parleur coaxial a deux entrees,15FHX76,8+8 ohm,Ferrite,Cylindrique,0.43,0.47,5.2,Aluminium,,Fibre de verre,Aluminium,,400.0,98.0,40.0,10.6,5.2,6.5,88.0,85.0,186.0,2.44,1.5,855.0,15.5,,,8.0,16.5,2.4
123,205.0,B&C Speakers,Haut parleur a cone,15FW76,16 ohm,Ferrite,Cylindrique,0.23,0.24,4.0,Aluminium,,Fibre de verre,Cuivre,,600.0,100.0,42.0,9.2,9.9,7.0,104.4,175.0,141.3,4.19,2.38,855.0,33.43,200.0,1200.0,,,4.13
124,205.0,B&C Speakers,Haut parleur a cone,15FW76,4 ohm,Ferrite,Cylindrique,0.17,0.18,3.2,Aluminium,,Fibre de verre,Cuivre,,500.0,100.0,42.0,9.2,3.0,7.0,113.0,233.0,135.0,5.34,1.04,855.0,22.44,200.0,,11.0,19.5,5.2
125,205.0,B&C Speakers,Haut parleur a cone,15FW76,8 ohm,Ferrite,Cylindrique,0.21,0.22,5.1,Aluminium,,Fibre de verre,Cuivre,,500.0,100.0,40.0,9.2,5.1,7.0,117.0,182.0,138.0,3.86,1.4,855.0,26.2,200.0,,11.0,19.0,3.9
126,218.0,B&C Speakers,Haut parleur a cone,15FW88,8 ohm,Ferrite,Cylindrique,0.43,0.45,9.3,Aluminium,Tissu,Fibre de verre,Aluminium,,700.0,98.1,49.0,9.0,5.2,8.0,106.8,109.0,103.7,2.61,0.81,855.0,19.27,,1400.0,11.0,21.5,2.63
127,477.0,B&C Speakers,Haut-parleur coaxial a deux entrees,15HCX76,8+8 ohm,Neodymium,Cylindrique,0.28,0.3,5.8,Aluminium,,Fibre de verre,Aluminium,,400.0,99.0,38.0,7.0,5.1,4.5,82.0,127.0,246.0,4.32,0.9,855.0,17.8,,,8.0,16.5,3.7
128,205.0,B&C Speakers,Haut parleur a cone,15HPL76,4 ohm,Neodymium,Cylindrique,0.3,0.32,4.44,Aluminium,,,Aluminium,,350.0,96.7,35.0,5.3,3.82,4.0,76.1,109.0,300.0,3.86,1.3,855.0,13.88,,,,16.5,3.47
129,198.0,B&C Speakers,Haut parleur a cone,15HPL76,8 ohm,Neodymium,Cylindrique,0.29,0.32,4.0,Aluminium,,,Aluminium,,350.0,99.5,39.0,,5.4,4.0,88.0,122.0,194.0,3.46,1.7,855.0,19.2,,,10.0,16.0,3.5
130,193.0,B&C Speakers,Haut parleur a cone,15NA100,8 ohm,Neodymium,Cylindrique,0.28,0.29,6.1,Aluminium,,Fibre de verre,Aluminium,,800.0,98.0,47.0,9.3,5.1,10.0,136.0,162.0,88.0,3.03,1.2,855.0,26.3,,,11.0,23.0,2.9
131,301.0,B&C Speakers,Haut parleur a cone,15NBX100,4 ohm,Neodymium,Cylindrique,0.27,0.3,4.77,Aluminium,,Fibre de verre,Cuivre,,1000.0,95.0,37.0,9.0,3.6,10.0,176.0,123.0,109.6,1.78,1.58,855.0,22.69,157.0,,11.0,25.0,1.82
132,301.0,B&C Speakers,Haut parleur a cone,15NBX100,8 ohm,Neodymium,Cylindrique,0.29,0.31,4.2,Aluminium,,Fibre de verre,Cuivre,,1000.0,97.0,36.0,9.0,5.1,10.0,151.0,116.0,125.0,1.81,2.0,855.0,25.0,157.0,,11.0,25.0,2.0
133,212.0,B&C Speakers,Haut parleur a cone,15NDL76,4 ohm,Neodymium,Cylindrique,0.22,0.23,4.1,Aluminium,Tissu,Fibre de verre,Cuivre,,500.0,99.0,38.0,4.6,3.1,7.0,100.0,165.0,180.0,4.13,0.9,855.0,18.5,,,10.0,19.5,3.8
134,201.0,B&C Speakers,Haut parleur a cone,15NDL76,8 ohm,Neodymium,Cylindrique,0.22,0.24,4.5,Aluminium,Tissu,Fibre de verre,Cuivre,,500.0,99.5,37.0,4.6,5.3,7.0,96.0,154.0,195.0,3.96,1.5,855.0,22.5,,,11.0,18.0,4.1
135,301.0,B&C Speakers,Haut parleur a cone,15NW100,16 ohm,Neodymium,Cylindrique,0.34,0.36,4.53,Aluminium,,Fibre de verre,Cuivre,,600.0,96.0,42.0,,10.1,8.5,155.0,117.0,89.0,1.76,2.99,855.0,34.3,,1200.0,,,1.94
136,301.0,B&C Speakers,Haut parleur a cone,15NW100,4 ohm,Neodymium,Cylindrique,0.23,0.23,5.41,Aluminium,,Fibre de verre,Cuivre,,1000.0,95.0,34.0,8.6,3.7,9.0,180.0,148.0,126.1,2.07,1.74,855.0,24.54,,,12.0,25.0,2.0
137,286.0,B&C Speakers,Haut parleur a cone,15NW100,8 ohm,Neodymium,Cylindrique,0.22,0.23,4.3,Aluminium,,Fibre de verre,Cuivre,,1000.0,97.0,33.0,8.6,5.1,9.0,173.0,143.0,139.0,2.09,1.9,855.0,28.0,,,12.0,25.0,2.1
138,264.0,B&C Speakers,Haut parleur a cone,15NW76,16 ohm,Neodymium,Cylindrique,0.3,0.31,5.41,Aluminium,,Fibre de verre,Cuivre,,600.0,100.0,39.0,5.6,10.0,8.0,110.2,126.0,153.0,2.82,2.0,855.0,29.56,,1200.0,,,2.85
139,264.0,B&C Speakers,Haut parleur a cone,15NW76,4 ohm,Neodymium,Cylindrique,0.21,0.21,6.41,Aluminium,,Fibre de verre,Cuivre,,600.0,99.0,39.0,6.9,3.1,8.0,119.0,186.0,143.0,3.88,0.88,855.0,20.64,,,11.0,19.0,3.88
140,250.0,B&C Speakers,Haut parleur a cone,15NW76,8 ohm,Neodymium,Cylindrique,0.22,0.23,4.3,Aluminium,,Fibre de verre,Cuivre,,600.0,100.5,42.0,5.6,5.3,8.0,104.0,183.0,130.0,4.03,1.25,855.0,25.5,,,11.0,19.0,4.4
141,219.0,B&C Speakers,Haut parleur a cone,15PK40,8 ohm,Ferrite,Cylindrique,0.31,0.33,5.1,Aluminium,,Fibre de verre,Cuivre,,400.0,99.0,47.0,8.3,5.1,4.0,84.0,142.0,140.0,4.23,2.3,855.0,19.7,,,9.0,16.0,4.2
142,252.0,B&C Speakers,Haut parleur a cone,15PL100,8 ohm,Ferrite,Cylindrique,0.2,0.21,6.6,Aluminium,,Fibre de verre,Cuivre,,700.0,97.0,37.0,11.9,5.0,7.0,121.0,176.0,154.0,3.57,1.7,855.0,26.8,,,11.0,21.0,3.6
143,212.0,B&C Speakers,Haut parleur a cone,15PLB76,4 ohm,Ferrite,Cylindrique,0.21,0.22,4.3,Aluminium,,Fibre de verre,Cuivre,,400.0,100.0,40.0,8.5,3.3,5.0,101.0,182.0,154.3,4.31,1.11,855.0,20.2,,,10.5,17.5,4.79
144,212.0,B&C Speakers,Haut parleur a cone,15PLB76,8 ohm,Ferrite,Cylindrique,0.25,0.26,5.9,Aluminium,,Fibre de verre,Cuivre,,400.0,100.0,42.0,8.5,5.0,5.0,88.0,162.0,164.0,4.49,1.3,855.0,22.1,,,11.0,16.0,4.5
145,237.0,B&C Speakers,Haut parleur a cone,15PS100,4 ohm,Ferrite,Cylindrique,0.32,0.33,6.5,Aluminium,Tissu,Fibre de verre,Cuivre,,700.0,95.0,31.0,9.8,4.0,8.0,154.0,94.0,172.0,1.5,1.4,855.0,19.0,,,,,1.58
146,237.0,B&C Speakers,Haut parleur a cone,15PS100,8 ohm,Ferrite,Cylindrique,0.43,0.47,6.0,Aluminium,Tissu,Fibre de verre,Cuivre,,700.0,95.0,39.0,9.8,5.2,8.0,160.0,83.0,103.0,1.25,2.0,855.0,21.2,,,11.0,21.0,1.35
147,218.0,B&C Speakers,Haut parleur a cone,15PS76,4 ohm,Ferrite,Cylindrique,0.22,0.23,5.0,Aluminium,Tissu,Fibre de verre,Cuivre,,550.0,98.0,37.0,8.7,3.0,6.0,123.9,161.0,158.0,3.35,0.99,855.0,19.26,,,10.5,19.5,3.09
148,207.0,B&C Speakers,Haut parleur a cone,15PS76,8 ohm,Ferrite,Cylindrique,0.26,0.28,5.2,Aluminium,Tissu,Fibre de verre,Cuivre,,550.0,99.0,38.0,8.7,5.0,7.5,106.0,136.0,164.0,3.09,1.3,855.0,22.1,,,11.0,19.0,3.3
149,268.0,B&C Speakers,Haut parleur a cone,15PZB100,4 ohm,Ferrite,Cylindrique,0.27,0.27,10.61,Aluminium,Tissu,Fibre de verre,Cuivre,,700.0,96.0,41.0,11.8,3.9,8.0,150.8,152.0,101.7,2.5,1.59,855.0,23.75,,,8.5,19.0,2.52
150,268.0,B&C Speakers,Haut parleur a cone,15PZB100,8 ohm,Ferrite,Cylindrique,0.29,0.3,6.5,Aluminium,Tissu,Fibre de verre,Cuivre,,700.0,97.0,39.0,11.8,5.2,8.0,154.0,130.0,110.0,2.09,2.0,855.0,25.8,,,9.0,21.0,2.1
151,241.0,B&C Speakers,Haut parleur a cone,15RBX100,4 ohm,Ferrite,Cylindrique,0.35,0.38,6.3,Aluminium,,Fibre de verre,Cuivre,,1000.0,94.0,42.0,11.7,3.7,9.0,159.0,111.0,86.0,1.61,0.9,908.0,21.3,210.0,,11.0,25.0,2.1
152,241.0,B&C Speakers,Haut parleur a cone,15RBX100,8 ohm,Ferrite,Cylindrique,0.38,0.4,5.65,Aluminium,,Fibre de verre,Cuivre,,1000.0,95.0,44.0,11.7,5.3,9.0,154.0,110.0,100.0,2.05,1.2,908.0,24.0,210.0,,11.0,25.0,2.0
153,371.0,B&C Speakers,Haut parleur a cone,15SW100,4 ohm,Neodymium,Cylindrique,0.28,0.29,5.33,Aluminium,,Fibre de verre,Cuivre,,1500.0,95.0,37.0,9.5,3.2,12.5,193.0,128.0,99.5,1.67,1.48,855.0,22.09,,,16.0,32.0,1.62
154,371.0,B&C Speakers,Haut parleur a cone,15SW100,8 ohm,Neodymium,Cylindrique,0.31,0.34,4.8,Aluminium,,Fibre de verre,Cuivre,,1500.0,95.0,37.0,9.5,5.4,12.5,176.0,109.0,110.0,1.58,2.2,855.0,25.6,,,16.0,32.0,1.6
155,453.0,B&C Speakers,Haut parleur a cone,15SW115,4 ohm,Neodymium,Cylindrique,0.22,0.23,5.8,Aluminium,,Fibre de verre,Cuivre,,1700.0,96.0,34.0,12.0,3.2,13.5,212.0,148.0,105.0,1.73,1.27,855.0,25.5,,,14.0,34.0,1.75
156,477.0,B&C Speakers,Haut parleur a cone,15SW115,8 ohm,Neodymium,Cylindrique,0.24,0.25,4.4,Aluminium,,Fibre de verre,Cuivre,,1700.0,96.0,35.0,12.0,5.2,13.5,200.0,140.0,110.0,1.82,1.8,855.0,30.0,,,14.0,34.0,1.8
157,298.0,B&C Speakers,Haut parleur a cone,15TBW100,4 ohm,Ferrite,Cylindrique,0.28,0.3,5.55,Aluminium,,Fibre de verre,Cuivre,,1500.0,95.0,39.0,14.3,3.2,12.0,197.0,130.0,88.0,1.68,1.64,855.0,22.56,,,15.0,31.0,1.64
158,283.0,B&C Speakers,Haut parleur a cone,15TBW100,8 ohm,Ferrite,Cylindrique,0.31,0.33,4.4,Aluminium,,Fibre de verre,Cuivre,,1500.0,96.0,39.0,14.3,5.3,12.0,181.0,118.0,96.0,1.66,2.2,855.0,26.4,220.0,,15.0,31.0,1.6
159,254.0,B&C Speakers,Haut parleur a cone,15TBX100,4 ohm,Ferrite,Cylindrique,0.27,0.28,5.73,Aluminium,,Fibre de verre,Cuivre,,1000.0,93.0,34.0,12.3,3.7,9.0,173.0,121.0,129.6,1.75,1.49,855.0,22.13,,,12.0,25.0,1.74
160,254.0,B&C Speakers,Haut parleur a cone,15TBX100,8 ohm,Ferrite,Cylindrique,0.28,0.3,5.2,Aluminium,,Fibre de verre,Cuivre,,1000.0,96.0,35.0,12.3,5.1,9.0,163.0,117.0,113.0,1.56,1.6,855.0,25.5,,,12.0,25.0,1.95
161,424.0,B&C Speakers,Haut parleur a cone,18DS100,4 ohm,Neodymium,Cylindrique,0.24,0.24,10.0,,Tissu,Fibre de verre,Aluminium,,1500.0,98.0,32.0,10.5,2.5,13.0,300.0,133.0,157.0,2.06,2.82,1210.0,24.3,,,16.0,34.0,2.32
162,403.0,B&C Speakers,Haut parleur a cone,18DS100,8 ohm,Neodymium,Cylindrique,0.29,0.3,9.5,,Tissu,Fibre de verre,Aluminium,,1500.0,97.5,34.0,,4.5,14.5,278.0,113.0,155.0,1.95,4.4,1210.0,30.0,,,16.0,37.0,2.1
163,497.0,B&C Speakers,Haut parleur a cone,18DS115,4 ohm,Neodymium,Cylindrique,0.17,0.18,4.75,Aluminium,,Fibre de verre,Aluminium,,1700.0,97.0,30.0,14.4,3.3,16.5,348.0,167.0,177.0,2.55,2.8,1210.0,34.0,,,14.0,40.0,2.3
164,497.0,B&C Speakers,Haut parleur a cone,18DS115,8 ohm,Neodymium,Cylindrique,0.2,0.21,4.3,Aluminium,,Fibre de verre,Aluminium,,1700.0,98.0,30.0,14.4,5.0,16.5,330.0,143.0,168.0,2.08,3.85,1210.0,39.0,,,14.0,40.0,2.2
165,754.0,B&C Speakers,Haut parleur a cone,18IPAL,2 ohm,Neodymium,Cylindrique,0.14,0.14,4.2,Aluminium,,Fibre de verre,Aluminium,,1700.0,97.0,32.0,17.6,1.3,20.0,330.0,229.0,164.0,3.69,0.65,1210.0,24.5,,,12.0,44.0,3.3
166,311.0,B&C Speakers,Haut parleur a cone,18NBX100,4 ohm,Neodymium,Cylindrique,0.38,0.39,5.6,Aluminium,,Fibre de verre,Cuivre,,1200.0,96.0,35.0,9.3,5.2,10.0,217.0,90.0,198.0,2.09,1.85,1210.0,24.8,,,11.0,25.0,2.0
167,311.0,B&C Speakers,Haut parleur a cone,18NBX100,8 ohm,Neodymium,Cylindrique,0.38,0.4,5.6,Aluminium,,Fibre de verre,Cuivre,,1200.0,96.5,35.0,9.3,5.2,10.0,217.0,88.0,198.0,2.04,1.85,1210.0,24.8,157.0,,11.0,25.0,2.0
168,318.0,B&C Speakers,Haut parleur a cone,18NW100,16 ohm,Neodymium,Cylindrique,0.37,0.38,7.93,Aluminium,,Fibre de verre,Cuivre,,1000.0,98.0,34.0,,10.4,10.0,214.9,89.0,211.8,2.11,3.03,1210.0,35.18,,2000.0,,,2.05
169,302.0,B&C Speakers,Haut parleur a cone,18NW100,4 ohm,Neodymium,Cylindrique,0.27,0.28,6.2,Aluminium,,Fibre de verre,Cuivre,,1200.0,95.0,30.0,9.3,3.7,9.0,244.0,107.0,203.5,1.89,1.7,1210.0,24.7,,,12.0,25.0,1.95
170,302.0,B&C Speakers,Haut parleur a cone,18NW100,8 ohm,Neodymium,Cylindrique,0.26,0.27,4.2,Aluminium,,Fibre de verre,Cuivre,,1200.0,98.0,31.0,9.3,5.1,9.0,211.0,115.0,252.0,2.67,1.7,1210.0,28.0,,,12.0,25.0,2.7
171,251.0,B&C Speakers,Haut parleur a cone,18PS100,4 ohm,Ferrite,Cylindrique,0.39,0.41,9.78,Aluminium,Tissu,Fibre de verre,Cuivre,,700.0,95.5,30.0,10.5,3.0,9.0,227.5,73.0,251.8,1.6,1.18,1210.0,17.74,,,10.5,19.0,1.63
172,238.0,B&C Speakers,Haut parleur a cone,18PS100,8 ohm,Ferrite,Cylindrique,0.39,0.41,4.6,Aluminium,Tissu,Fibre de verre,Cuivre,,700.0,95.5,30.0,10.5,5.3,8.0,202.0,73.0,245.0,1.55,2.1,1210.0,22.5,,,11.0,21.0,1.6
173,240.0,B&C Speakers,Haut parleur a cone,18PS76,4 ohm,Ferrite,Cylindrique,0.31,0.32,6.34,Aluminium,,Fibre de verre,Cuivre,,700.0,99.0,49.0,10.7,3.0,7.0,160.8,153.0,139.0,4.91,1.91,1210.0,21.2,,,11.0,22.5,3.72
174,228.0,B&C Speakers,Haut parleur a cone,18PS76,8 ohm,Ferrite,Cylindrique,0.27,0.29,6.1,Aluminium,,Fibre de verre,Cuivre,,600.0,99.0,39.0,10.7,5.0,7.0,149.0,134.0,207.0,4.07,1.9,1210.0,25.8,,,11.0,24.0,4.0
